0.04012902	0.99115133	0.99917376	-0.9974155	-0.7968173	0.94946915	-0.9996953
-0.20163581	-0.059208263	0.18366334	0.24220103	-0.34508267	-0.42200214	-0.9871989
0.17786245	0.24992627	0.26630795	-0.23086093	-0.17284289	-0.15818088	-0.9730348
-0.17698145	0.00054149324	0.9684906	-0.7897217	-0.53491145	0.9727446	-0.99228066
-0.2790292	-0.3183134	0.8898409	-0.30529773	-0.3016409	0.8136554	-0.99704903
-0.5027701	-0.52837974	0.008503599	0.39882317	0.024944434	0.22304627	-0.99827343
-0.26837412	0.17938648	0.03326713	-4.5403838e-05	0.33048925	0.05405865	-0.99650365
-0.37956274	0.25830433	0.79180104	-0.5579235	-0.31168213	0.85596836	-0.99698395
-0.3482805	0.4268204	0.9264116	-0.6384033	-0.6745789	0.816369	-0.98697025
-0.1970688	0.30955368	0.80728453	-0.28915194	-0.6530805	0.40299556	-0.93712914
0.019445144	0.64618003	0.7779438	-0.5741307	-0.44735947	0.19009136	-0.9167092
0.052069735	0.656619	0.83814955	-0.63590366	-0.44014755	0.35269684	-0.9518645
-0.06382708	0.49713546	0.82197934	-0.616954	-0.46508622	0.5596623	-0.98979294
-0.024216358	0.45331603	0.79659337	-0.5189971	-0.57825255	0.5185788	-0.99215263
-0.20355621	0.28269514	0.8017069	-0.55602807	-0.50630903	0.6932291	-0.9950107
-0.11254432	0.072273694	0.86462754	-0.5648529	-0.5554579	0.86349654	-0.99330103
-0.32354525	-0.48242468	0.3900562	0.20298888	-0.14244346	0.5054696	-0.98137397
-0.07785604	0.43802106	0.7140755	-0.49238348	-0.0767393	0.40943855	-0.96535844
-0.18831845	0.571211	0.8376296	-0.7370144	-0.09516626	0.75178635	-0.9841927
-0.14940058	0.21810672	0.62766004	-0.37853765	-0.20382275	0.66530246	-0.98475975
-0.005813533	-0.23702103	0.5603568	-0.16525087	-0.48822278	0.8035018	-0.9752765
0.21695633	-0.14006093	0.6908388	-0.33722556	-0.6303192	0.8758566	-0.9793367
0.021829057	-0.21104227	0.6145973	-0.20984437	-0.49769887	0.75902903	-0.98159385
0.071015924	0.27216977	0.71814257	-0.5289997	-0.44339973	0.7356013	-0.99257237
0.07599936	0.62119997	0.7585994	-0.67834	-0.234789	0.53887856	-0.9914409
