0.05818692	0.98971397	0.9985231	-0.99669665	-0.7908023	0.94373846	-0.9998843
-0.25596	-0.07180047	0.15016203	0.23122649	-0.35333902	-0.3991339	-0.99231833
0.08960208	0.121604875	0.25425902	-0.16625825	-0.16415273	-0.08198189	-0.97947186
-0.29629943	-0.25435853	0.94247216	-0.5930412	-0.51706564	0.94877994	-0.98878413
-0.43273896	-0.5588712	0.8444656	-0.090295926	-0.3447162	0.78110695	-0.9973198
-0.53473973	-0.46759614	-0.07084215	0.42919442	0.2794001	0.19664718	-0.9987243
-0.3548425	0.5902369	0.6257337	-0.5308818	0.06836234	0.32029176	-0.9983749
-0.39576036	0.55070865	0.9232714	-0.7011198	-0.5727929	0.83648735	-0.98732525
-0.062144175	0.751599	0.9503905	-0.8036133	-0.5988249	0.68872833	-0.97364295
-0.09012878	0.3568315	0.71554446	-0.25733194	-0.5707328	0.13473909	-0.9566445
-0.013816431	0.558483	0.7125272	-0.5069457	-0.46933436	0.19731218	-0.97648144
-0.10477975	0.3953776	0.79969126	-0.5015095	-0.4923972	0.5509467	-0.9933498
-0.28574306	-0.0129282875	0.80433	-0.40828437	-0.4818574	0.7124602	-0.9965677
-0.24466655	-0.27435565	0.81621563	-0.28954396	-0.5267155	0.8168394	-0.99267226
-0.338095	-0.40957683	0.4615961	0.14039844	-0.1410752	0.48942527	-0.9822488
-0.033132847	0.71650517	0.8614148	-0.7457452	-0.1573987	0.5532708	-0.9838578
-0.24384375	0.49978924	0.7925116	-0.6238639	-0.15553547	0.62828296	-0.9840484
-0.039888397	0.25116506	0.44828045	-0.1575729	-0.31504613	0.32519498	-0.96946627
-0.041914478	0.45104286	0.7957163	-0.61036885	-0.54539454	0.6939511	-0.98315454
-0.03412093	0.28023636	0.7247201	-0.47984755	-0.39040774	0.7822509	-0.99024594
-0.08567985	-0.17367572	0.5528773	-0.15861955	-0.45192382	0.7669743	-0.9909451
-0.040972974	-0.16760916	0.68298936	-0.23500544	-0.5405331	0.76001537	-0.98015934
