1.08131 -0.36789 -1.32023 0.92259 1.01755 0.34493 -0.17248 0.2964147366905223 -9.204952963523866 3.32695748714447 0.418783854427339 -0.022212626943588165 0.3233186034011841 0.09019320004463172 -362.30466583876387 20.902567476803142 -14.09596110335383 -14.046734278693357  0.500984251499176 0.35379067063331604 0.540770947933197 0.5063807368278503 0.5768828392028809 0.31971868872642517 0.4343614876270294 0.5338408350944519 0.5456231236457825 0.40159401297569275 0.5479177236557007 0.46917569637298584 0.6466525197029114 0.4065338373184204 0.3987235724925995 0.47571268677711487 0.6585486531257629 0.5233989357948303 0.4798376262187958 0.4885074496269226
1.07537 -0.37277 -1.33375 0.96874 1.01709 0.34495 -0.17248 0.1300973683452611 -11.120871481761933 3.8352287435722348 -0.3936480727863305 0.06860868652820595 0.21021930170059203 0.0789966000223159 -350.85896596294924 20.16718235528267 -33.13156693785072 -16.58972413688935  0.4992431104183197 0.34631243348121643 0.5118273496627808 0.4967074394226074 0.5815984010696411 0.3206847012042999 0.4184906780719757 0.5426366329193115 0.5517106652259827 0.4107922315597534 0.5394641160964966 0.4485800266265869 0.644856870174408 0.42067113518714905 0.389468789100647 0.4748724699020386 0.6681345105171204 0.5240170955657959 0.4855491816997528 0.4867369830608368
1.07538 -0.37467 -1.33359 0.96873 1.01711 0.34495 -0.17251 -0.21566131582736148 -10.874735740880967 4.302284371786118 -0.314229036393165 0.10314934326410308 0.21639465085029602 0.04740830001115759 -349.23012106850683 17.59210500199027 -34.9118318971731 -16.65126551635595  0.49986305832862854 0.3473513722419739 0.5080522298812866 0.4974496066570282 0.5827542543411255 0.3226284980773926 0.41929447650909424 0.5447883605957031 0.5546729564666748 0.4137817323207855 0.5383819937705994 0.4483174681663513 0.646286129951477 0.41994479298591614 0.3863980174064636 0.4750142991542816 0.6665523648262024 0.5231047868728638 0.4857032001018524 0.48685595393180847
1.07538 -0.37499 -1.33358 0.96873 1.01711 0.34495 -0.17251 -0.6239656579136863 -9.094907870440483 4.531552185893058 0.14707548180341767 0.0008496716320516295 0.30446232542514806 0.12992415000557855 -346.645602908231 19.00328925169173 -38.82505711259705 -21.503575688902558  0.5008149147033691 0.34649592638015747 0.5079997181892395 0.49721914529800415 0.5819467902183533 0.32234638929367065 0.41879382729530334 0.5447469353675842 0.5544225573539734 0.41366875171661377 0.5384206175804138 0.44761425256729126 0.6479317545890808 0.42050281167030334 0.38626527786254883 0.47521746158599854 0.6664453744888306 0.5239784121513367 0.4857403039932251 0.4864642024040222
1.07538 -0.37526 -1.33357 0.96875 1.01711 0.34495 -0.17251 -1.0997678289568427 -6.9646889352202415 4.803746092946528 0.751297740901709 -0.11008516418397418 0.33230616271257407 0.24462707500278924 -362.59876247199645 19.602795863937967 -52.801298545707596 -21.278039335567172  0.505821168422699 0.34800904989242554 0.4891566336154938 0.49736306071281433 0.5832623243331909 0.33049771189689636 0.40438687801361084 0.5457184910774231 0.5550345778465271 0.42754173278808594 0.5310430526733398 0.4369010627269745 0.6540897488594055 0.4343428313732147 0.3795053958892822 0.47043296694755554 0.6633498668670654 0.5256451964378357 0.4869191348552704 0.48651984333992004
1.07537 -0.38885 -1.33536 0.98294 1.02245 0.34609 -0.17246 -1.7542039144784098 -5.05761946761012 5.0633330464732635 1.0160488704508541 -0.22714758209198704 0.31790308135628703 0.38107853750139453 -391.0089481011969 22.66237648434727 -75.78110376385143 -24.386333435232096  0.5208556056022644 0.35864949226379395 0.4627592861652374 0.5042808055877686 0.5780048966407776 0.34984520077705383 0.37432584166526794 0.5426768660545349 0.557444155216217 0.4558771848678589 0.5161852240562439 0.42566078901290894 0.666327953338623 0.4596317708492279 0.3650175929069519 0.46225041151046753 0.6574532985687256 0.529674768447876 0.485526978969574 0.48676052689552307
1.07539 -0.39919 -1.33758 0.99391 1.02714 0.35772 -0.17241 -2.027086957239206 -4.049769733805061 5.474176523236632 1.223139435225427 -0.24401379104599352 0.29249154067814354 0.42557426875069715 -471.2576058860177 23.31302001169518 -72.66393819927373 -22.828383419947283  0.5232391953468323 0.3595812916755676 0.45933055877685547 0.5057817697525024 0.5769907832145691 0.35259997844696045 0.37049737572669983 0.5418276190757751 0.557285487651825 0.45844805240631104 0.5152796506881714 0.42496681213378906 0.667698323726654 0.4628232717514038 0.36331984400749207 0.46213892102241516 0.6562901139259338 0.5302346348762512 0.48510465025901794 0.4869781732559204
1.0754 -0.40012 -1.33772 0.99469 1.02719 0.35776 -0.17239 -2.1363634786196 -4.73182486690253 6.2544732616183145 0.979799717612714 -0.08033689552299672 0.2797857703390718 0.30657213437534847 -478.56896500311495 21.166067009940903 -91.76434746938264 -19.70412590695519  0.5244824886322021 0.35933157801628113 0.4577544331550598 0.5053219199180603 0.577322244644165 0.3531830906867981 0.3700741231441498 0.5424574613571167 0.5581137537956238 0.45917975902557373 0.5151084065437317 0.42521923780441284 0.6674084067344666 0.4640258848667145 0.36382928490638733 0.46126672625541687 0.6557137370109558 0.5305888056755066 0.4853070378303528 0.4870089888572693
1.0754 -0.40029 -1.33772 0.99468 1.02721 0.35777 -0.1724 -2.2272217393097975 -7.408612433451266 7.066196630809158 0.3564848588063576 0.06672155223850162 0.2673628851695359 0.18266106718767405 -472.18362025264787 18.141156958449766 -87.59969534897527 -12.84850702091191  0.4711613655090332 0.32531222701072693 0.5037946105003357 0.45022130012512207 0.5935928821563721 0.34740501642227173 0.43579965829849243 0.5530980229377747 0.5602437257766724 0.4174254536628723 0.5571238994598389 0.4267149269580841 0.6625232100486755 0.4442256689071655 0.4091551899909973 0.4519493281841278 0.6688841581344604 0.53410404920578 0.4921574890613556 0.4882137179374695
1.08569 -0.27785 -1.29939 0.82971 1.02786 0.3578 -0.17233 -2.2817058696548997 -9.498436216725633 7.527418315404579 -0.21667257059682044 0.12757077611925083 0.23889644258476792 0.14556553359383706 -462.1060772147507 13.9199834146823 -82.25974104662896 -2.971230967775128  0.3645210862159729 0.44006380438804626 0.5955961346626282 0.46634945273399353 0.5824655890464783 0.49485746026039124 0.6147180795669556 0.44747328758239746 0.5480435490608215 0.5996391773223877 0.44795748591423035 0.5512421131134033 0.3659392297267914 0.4270399212837219 0.45632943511009216 0.3280627131462097 0.5285809636116028 0.5063244104385376 0.44580352306365967 0.4784732162952423
1.10913 -0.04472 -1.2209 0.50959 1.02959 0.35777 -0.17164 -2.4538279348274443 -10.298908108362816 7.67285915770229 -0.0336212852984108 0.14169038805962542 0.321783221292384 0.12701776679691834 -453.8401656325382 14.231985902479952 -75.92077988963467 0.17445367739113493  0.4373500347137451 0.5018442869186401 0.5706674456596375 0.45017221570014954 0.514357328414917 0.5562828779220581 0.44224241375923157 0.3929373025894165 0.4420033395290375 0.653570294380188 0.48379796743392944 0.48250067234039307 0.357435017824173 0.4036726653575897 0.4036724865436554 0.2721472382545471 0.4891742765903473 0.5445277094841003 0.5062774419784546 0.4814354181289673
1.11629 0.00495 -1.20288 0.43531 1.03095 0.35777 -0.17163 -2.9292539674137217 -9.259659054181409 7.639124578851145 0.5008493573507948 0.12701019402981273 0.417856610646192 0.1143538833984592 -433.76414078765765 10.897188017107958 -75.78266290618944 -2.251714374217535  0.4571526348590851 0.5080540776252747 0.5659351944923401 0.44956740736961365 0.5089737176895142 0.5569962859153748 0.42809417843818665 0.3861972987651825 0.42672833800315857 0.6486334800720215 0.48813217878341675 0.48044949769973755 0.3624492585659027 0.40307262539863586 0.39923936128616333 0.26825857162475586 0.4902624487876892 0.5514529943466187 0.5119960904121399 0.483900785446167
1.11667 0.00889 -1.20286 0.43532 1.03098 0.35777 -0.17163 -3.2575169837068643 -7.916184527090705 7.809622289425572 1.0295796786753986 0.11967009701490638 0.46184330532309603 0.11141194169922963 -422.3995196695091 10.912609814541764 -67.56526347026102 0.0360427819150928  0.4021236300468445 0.47306713461875916 0.5622228384017944 0.45214226841926575 0.5493762493133545 0.5475504994392395 0.4951833486557007 0.41930091381073 0.49614062905311584 0.6641064882278442 0.47299468517303467 0.46371904015541077 0.3378260135650635 0.42722833156585693 0.4216679036617279 0.2867398262023926 0.46836304664611816 0.5274690985679626 0.4837695062160492 0.4794164299964905
1.11718 -0.03489 -1.17876 0.43531 1.02235 0.35549 -0.17165 -3.693298491853426 -6.8098872635453525 8.290896144712786 1.2725998393376994 0.13230504850745328 0.463606652661548 0.09412097084961468 -409.4395917190827 13.6257183423605 -69.73047394972184 -5.369363635372167  0.4583676755428314 0.5629502534866333 0.47450974583625793 0.579510509967804 0.5368335247039795 0.32952168583869934 0.7187727093696594 0.5727318525314331 0.4806254506111145 0.5088822841644287 0.6009916663169861 0.5714461803436279 0.46934548020362854 0.5905214548110962 0.5460776090621948 0.3291890025138855 0.5506435632705688 0.5257306694984436 0.4676065444946289 0.48698607087135315
1.12289 -0.11884 -1.13651 0.42685 1.00178 0.29171 -0.17251 -4.273389245926708 -6.618873631772676 8.999948072356393 0.9351549196688502 0.1712325242537267 0.421998326330774 0.09565048542480725 -401.1236529612206 18.781860591006424 -56.270902857263536 -11.763959090066344  0.46606558561325073 0.532554030418396 0.37922996282577515 0.517836332321167 0.5626050233840942 0.39775991439819336 0.6979331374168396 0.5419461131095886 0.5442779660224915 0.61568683385849 0.5449347496032715 0.5788706541061401 0.6004860997200012 0.692566454410553 0.5547630190849304 0.3312407433986664 0.6259120106697083 0.5272072553634644 0.4653986692428589 0.4828079342842102
1.12321 -0.12894 -1.13254 0.42602 0.99854 0.28836 -0.17266 -4.599654622963357 -7.292896815886339 9.920834036178196 0.040647459834426414 0.2287412621268634 0.310144163165387 0.06703024271240343 -397.20510501703757 30.964581502355458 -60.73026742867398 -17.349365226556394  0.4657590389251709 0.5293702483177185 0.3812377452850342 0.5182458758354187 0.5611907243728638 0.39686205983161926 0.696561872959137 0.5443798303604126 0.5431983470916748 0.6147470474243164 0.5464597940444946 0.5767732858657837 0.6011503338813782 0.6935431361198425 0.5545877814292908 0.33065739274024963 0.6254115700721741 0.5288537740707397 0.4650082290172577 0.4828769564628601
1.12303 -0.13077 -1.13273 0.42918 0.99843 0.28834 -0.17266 -4.463977311481678 -8.752523407943169 11.045577018089098 -1.260476270082787 0.2828556310634318 0.09437708158269348 0.0425501213562014 -398.0743392644822 28.569894277002135 -60.170727314372925 -21.496960442572934  0.44495871663093567 0.5300487875938416 0.3251497149467468 0.5143868923187256 0.5457786917686462 0.4329436123371124 0.6455309391021729 0.5465067625045776 0.5111466646194458 0.5836949944496155 0.5641665458679199 0.5841302871704102 0.6452191472053528 0.6766327619552612 0.532954216003418 0.3396822512149811 0.6347556114196777 0.5376909971237183 0.4986274540424347 0.4834662973880768
1.10556 -0.24137 -1.21025 0.64138 1.00495 0.29168 -0.17263 -4.296528655740836 -10.306191703971585 12.04229850904455 -2.2899431350413924 0.32259781553171596 -0.06409145920865325 0.0382250606781005 -388.16318837481003 22.784410135451814 -59.99511821721694 -10.022416376186996  0.4930267632007599 0.40493854880332947 0.3747712969779968 0.41858962178230286 0.6107659935951233 0.43750303983688354 0.46621763706207275 0.570131242275238 0.5006245970726013 0.38547173142433167 0.6454068422317505 0.3745412230491638 0.6788414716720581 0.49324801564216614 0.48582521080970764 0.4043525457382202 0.6214622855186462 0.5580328106880188 0.5483657717704773 0.5014971494674683
1.07891 -0.37758 -1.32518 0.95554 1.02411 0.35075 -0.17254 -4.339574327870416 -11.019650851985793 12.578984254522275 -2.6178915675206955 0.34246890776585803 -0.09476572960432664 0.008942530339050236 -397.2887101185888 24.01674861513404 -59.84585048463441 -13.919053919758944  0.5119271874427795 0.35674411058425903 0.4864000976085663 0.5125361084938049 0.5761759877204895 0.3433072566986084 0.3810177147388458 0.5418671369552612 0.5534352660179138 0.4364045262336731 0.5192621350288391 0.4426552951335907 0.6593625545501709 0.4433448314666748 0.36990121006965637 0.47628816962242126 0.6642526984214783 0.5249378085136414 0.4856559634208679 0.48736146092414856
1.07593 -0.39708 -1.33809 0.99438 1.02671 0.35747 -0.17229 -4.786682163935211 -10.742645425992896 12.57905212726114 -2.317575783760347 0.3234144538829291 -0.04131286480216331 0.006726265169525014 -382.69540360080055 20.564236322863934 -53.868972911939295 -11.831195831795107  0.5206942558288574 0.3576444387435913 0.4581667482852936 0.5053423643112183 0.5775442719459534 0.35389602184295654 0.3694431185722351 0.5419327020645142 0.5559845566749573 0.45646536350250244 0.5152502059936523 0.4241121709346771 0.6656244397163391 0.462552547454834 0.36420801281929016 0.46245288848876953 0.6570554971694946 0.5307321548461914 0.4869299530982971 0.4867873191833496
1.07593 -0.40008 -1.33809 0.99441 1.02709 0.35749 -0.1723 -5.155116081967606 -9.001702712996448 12.383201063630569 -1.441627891880172 0.3084522269414647 0.06836856759891835 -0.005676867415237652 -375.0910930606806 22.429600874434342 -29.588626975148486 -12.60651645702584  0.5220153331756592 0.3576398193836212 0.4559279680252075 0.50510174036026 0.5782532095909119 0.35484153032302856 0.36867833137512207 0.5417757034301758 0.5573511719703674 0.45829665660858154 0.5152891874313354 0.42380645871162415 0.6671402454376221 0.46434861421585083 0.3627859354019165 0.46178337931632996 0.6558201909065247 0.5307093262672424 0.486839234828949 0.4865821897983551
1.07593 -0.40037 -1.33809 0.99447 1.02712 0.35749 -0.1723 -5.837358040983801 -7.044831356498223 12.089395531815285 -0.8862489459400855 0.29191611347073243 0.12320928379945917 -0.006233433707618641 -366.5274291015785 27.31516074326919 -31.300332928876173 -14.315538988471964  0.5223889350891113 0.35794785618782043 0.45489057898521423 0.5039907693862915 0.577523410320282 0.3553362786769867 0.36852750182151794 0.5412291884422302 0.5572087168693542 0.4583595097064972 0.5160557627677917 0.424230694770813 0.6673137545585632 0.464542955160141 0.36313867568969727 0.4616490304470062 0.6557502150535583 0.5313424468040466 0.4863327741622925 0.4863918721675873
1.07793 -0.38992 -1.33297 0.98054 1.02694 0.35839 -0.17227 -6.1332040204919025 -5.649945678249112 11.895647765907643 -0.3737444729700421 0.2782130567353662 0.17895464189972957 0.004793283146190763 -357.8983147363415 26.21788663177881 -33.355282989544776 -15.018208140201168  0.42782753705978394 0.4035676121711731 0.4221951365470886 0.39892077445983887 0.6241828203201294 0.4903249144554138 0.521817147731781 0.5695908069610596 0.5158558487892151 0.35599905252456665 0.5632129907608032 0.42006373405456543 0.7002944946289062 0.46663200855255127 0.48228806257247925 0.35288408398628235 0.5761647820472717 0.559701144695282 0.4952452778816223 0.4921211302280426
1.11333 -0.30017 -1.26982 0.86816 1.00429 0.40565 -0.17236 -6.317352010245948 -5.115462839124556 11.841358882953823 0.03726776351497918 0.2550565283676831 0.24122732094986474 -0.0021283584269045086 -359.7135675258901 25.28520363701199 -26.101990541113082 -14.565476919170997  0.44681012630462646 0.5173033475875854 0.37745851278305054 0.4901723563671112 0.6171488165855408 0.5200581550598145 0.6302348971366882 0.5612021088600159 0.4944685101509094 0.34019598364830017 0.5748366713523865 0.4152792692184448 0.6236664652824402 0.49215009808540344 0.49564608931541443 0.3373866081237793 0.43432897329330444 0.5521748661994934 0.46290189027786255 0.4973091185092926
