68.32902,-2.68125,19.27814,2.12012,0.99279,0.22747,-2.12892,66.37191,-2.47102,7.19223,19.96874,1.05802,-0.52072,-2.65456
68.38335,-2.66314,19.29518,2.14147,0.99279,0.21938,-2.15152,66.3168,-2.48906,7.19223,19.9899,1.05802,-0.52072,-2.63888
68.36525,-2.60882,19.26111,2.07743,1.00004,0.21938,-2.14699,66.39027,-2.45298,7.21776,19.93701,1.05802,-0.53283,-2.65008
68.36525,-2.69936,19.29518,2.07743,1.00366,0.22747,-2.15152,66.3168,-2.47102,7.22628,19.97932,1.0544,-0.54495,-2.63888
68.32902,-2.64504,19.26963,2.09878,0.9783,0.22747,-2.14022,66.3168,-2.48906,7.23479,20.0322,1.05077,-0.54495,-2.65904
68.29281,-2.69936,19.2526,2.05608,0.97467,0.22747,-2.15604,66.42701,-2.48906,7.19223,19.9899,1.04713,-0.52072,-2.64784
68.45579,-2.62693,19.3037,2.0881,0.98554,0.23556,-2.15378,66.29842,-2.47102,7.18373,19.97932,1.05077,-0.53687,-2.64112
68.40146,-2.66314,19.26111,2.12012,0.98917,0.22747,-2.13344,66.35354,-2.45298,7.17521,19.97932,1.04713,-0.53283,-2.63888
68.41958,-2.68125,19.27814,2.0881,0.98192,0.22342,-2.12214,66.35354,-2.45298,7.19223,19.95817,1.04713,-0.52476,-2.6456
68.38335,-2.68125,19.29518,2.04541,0.98917,0.22747,-2.13118,66.35354,-2.47102,7.21776,19.97932,1.05077,-0.5288,-2.64112
68.38335,-2.66314,19.28666,2.0881,0.99279,0.22342,-2.15152,66.33516,-2.47102,7.20926,19.9899,1.06529,-0.53283,-2.64784
68.40146,-2.69936,19.24408,2.09878,0.98917,0.22342,-2.14699,66.29842,-2.52513,7.24329,19.94759,1.05802,-0.52072,-2.66352
68.29281,-2.60882,19.26111,2.12012,0.98917,0.22747,-2.14699,66.39027,-2.43495,7.20074,19.95817,1.0435,-0.53283,-2.64112
68.36525,-2.64504,19.27814,2.10945,0.98192,0.21938,-2.12665,66.3168,-2.43495,7.20926,19.95817,1.05802,-0.53283,-2.62992
68.31092,-2.73557,19.2526,2.0881,0.99641,0.23152,-2.14474,66.33516,-2.43495,7.19223,20.00047,1.0544,-0.5288,-2.6456
68.29281,-2.60882,19.28666,2.10945,0.99279,0.21128,-2.13118,66.40864,-2.43495,7.21776,20.00047,1.05077,-0.52476,-2.65679
68.40146,-2.69936,19.23556,2.0881,1.00004,0.22342,-2.12892,66.33516,-2.39887,7.20074,19.97932,1.06166,-0.54091,-2.65679
68.41958,-2.59072,19.27814,2.10945,0.98917,0.21128,-2.13796,66.35354,-2.43495,7.20074,19.97932,1.0435,-0.52476,-2.65456
68.38335,-2.69936,19.24408,2.0881,0.99641,0.21938,-2.14474,66.37191,-2.43495,7.20926,19.9899,1.06166,-0.53283,-2.64784
68.38335,-2.60882,19.27814,2.10945,0.98192,0.22342,-2.16281,66.3168,-2.45298,7.18373,19.96874,1.0544,-0.54091,-2.65679
68.32902,-2.73557,19.2526,2.12012,0.99279,0.23961,-2.14022,66.24331,-2.48906,7.19223,19.9899,1.04713,-0.54091,-2.64784
68.36525,-2.68125,19.2526,2.12012,0.98917,0.21533,-2.14247,66.33516,-2.43495,7.20074,19.94759,1.0544,-0.53687,-2.63663
68.40146,-2.66314,19.26111,2.06676,0.99279,0.20723,-2.14699,66.33516,-2.43495,7.21776,19.95817,1.0544,-0.54495,-2.65679
68.36525,-2.68125,19.31221,2.10945,0.99279,0.22342,-2.12892,66.3168,-2.47102,7.18373,19.9899,1.05077,-0.51669,-2.64112
68.32902,-2.57261,19.29518,2.12012,0.98554,0.22747,-2.15604,66.29842,-2.45298,7.20926,19.95817,1.05077,-0.51669,-2.62096
68.32902,-2.66314,19.2526,2.14147,0.98917,0.21938,-2.12665,66.35354,-2.54317,7.19223,19.96874,1.0544,-0.52072,-2.66128
68.31092,-2.60882,19.29518,2.10945,0.98192,0.22747,-2.14699,66.39027,-2.43495,7.19223,20.00047,1.04713,-0.52072,-2.64784
68.40146,-2.69936,19.26111,2.09878,0.99641,0.22747,-2.14474,66.39027,-2.41691,7.20926,19.97932,1.04713,-0.52072,-2.66128
68.32902,-2.66314,19.26963,2.07743,0.98917,0.22342,-2.15378,66.29842,-2.48906,7.20926,20.00047,1.0435,-0.52476,-2.65456
68.40146,-2.69936,19.2526,2.0881,0.99279,0.23556,-2.16055,66.3168,-2.47102,7.20074,19.9899,1.06529,-0.53687,-2.65008
68.32902,-2.66314,19.26963,2.09878,0.99279,0.21533,-2.12892,66.35354,-2.45298,7.19223,20.02162,1.05077,-0.54495,-2.63663
68.34713,-2.60882,19.2526,2.09878,0.98554,0.22747,-2.15152,66.39027,-2.48906,7.19223,19.94759,1.03988,-0.52072,-2.63888
68.38335,-2.64504,19.26963,2.09878,1.00004,0.22747,-2.12214,66.33516,-2.43495,7.23479,19.9899,1.06166,-0.53687,-2.64336
68.34713,-2.66314,19.2526,2.12012,0.98554,0.21128,-2.13796,66.3168,-2.43495,7.21776,19.92643,1.06166,-0.5288,-2.65232
68.32902,-2.68125,19.28666,2.07743,0.99279,0.22747,-2.1244,66.35354,-2.47102,7.21776,20.01105,1.03624,-0.52476,-2.65008
68.36525,-2.68125,19.28666,2.0881,0.9783,0.21938,-2.1583,66.3168,-2.50709,7.20926,19.97932,1.0544,-0.53283,-2.65456
68.36525,-2.69936,19.26963,2.0881,0.99641,0.21938,-2.14699,66.35354,-2.47102,7.20074,19.97932,1.05077,-0.52476,-2.63663
68.45579,-2.68125,19.27814,2.10945,0.98554,0.21533,-2.14022,66.29842,-2.41691,7.1667,20.00047,1.05077,-0.53283,-2.63663
68.38335,-2.69936,19.2526,2.10945,0.98192,0.21938,-2.14022,66.29842,-2.45298,7.17521,19.95817,1.04713,-0.53687,-2.64112
68.36525,-2.64504,19.26963,2.09878,0.99641,0.21938,-2.14022,66.37191,-2.52513,7.21776,19.97932,1.0544,-0.53283,-2.65008
68.38335,-2.71746,19.22704,2.0881,0.98554,0.23152,-2.1357,66.3168,-2.50709,7.17521,19.97932,1.06166,-0.5288,-2.63663
68.31092,-2.69936,19.26111,2.12012,0.98917,0.23152,-2.14699,66.37191,-2.45298,7.20926,20.00047,1.04713,-0.53283,-2.64336
68.34713,-2.64504,19.27814,2.12012,0.98192,0.21938,-2.15378,66.35354,-2.41691,7.20926,19.9899,1.05077,-0.5288,-2.64112
68.25659,-2.66314,19.27814,2.0881,0.98917,0.22342,-2.13796,66.29842,-2.45298,7.20926,20.00047,1.06529,-0.53283,-2.64336
68.36525,-2.69936,19.31221,2.07743,0.98917,0.23152,-2.16281,66.35354,-2.39887,7.18373,19.95817,1.06166,-0.53283,-2.668
68.34713,-2.71746,19.2526,2.09878,0.98917,0.21938,-2.13118,66.37191,-2.47102,7.20074,19.93701,1.0544,-0.52072,-2.63888
68.31092,-2.71746,19.24408,2.09878,0.98917,0.22342,-2.1583,66.29842,-2.43495,7.21776,19.95817,1.0544,-0.54898,-2.63888
68.34713,-2.68125,19.28666,2.09878,0.98192,0.22342,-2.14926,66.37191,-2.45298,7.21776,19.97932,1.0544,-0.5288,-2.63888
68.40146,-2.60882,19.26111,2.10945,0.98917,0.21938,-2.15152,66.37191,-2.41691,7.19223,20.01105,1.05077,-0.52476,-2.62992
68.32902,-2.69936,19.27814,2.10945,0.98554,0.22747,-2.1357,66.39027,-2.50709,7.23479,19.97932,1.03624,-0.53283,-2.6456
68.34713,-2.5364,19.26963,2.0881,0.98554,0.21128,-2.13344,66.37191,-2.41691,7.20074,20.01105,1.04713,-0.53283,-2.64112
68.38335,-2.64504,19.26963,2.06676,0.98192,0.22747,-2.14699,66.3168,-2.45298,7.19223,19.97932,1.05077,-0.53283,-2.6456
68.38335,-2.66314,19.29518,2.09878,0.98554,0.22747,-2.13344,66.35354,-2.45298,7.20074,19.95817,1.06166,-0.53283,-2.63888
68.29281,-2.64504,19.26111,2.09878,0.99279,0.23152,-2.14699,66.33516,-2.47102,7.20926,19.96874,1.0544,-0.53283,-2.64336
68.36525,-2.68125,19.28666,2.10945,0.98192,0.22747,-2.14699,66.29842,-2.47102,7.20074,20.01105,1.04713,-0.5288,-2.6456
68.34713,-2.68125,19.28666,2.09878,0.98554,0.20723,-2.16055,66.35354,-2.50709,7.19223,20.00047,1.05802,-0.5288,-2.63888
68.31092,-2.73557,19.28666,2.06676,0.98917,0.23556,-2.14926,66.40864,-2.50709,7.19223,19.95817,1.03988,-0.5288,-2.63888
68.32902,-2.62693,19.28666,2.09878,0.99641,0.21938,-2.13796,66.26169,-2.41691,7.22628,19.95817,1.0544,-0.50458,-2.63888
68.40146,-2.66314,19.28666,2.14147,0.9783,0.21533,-2.14022,66.33516,-2.45298,7.1582,19.96874,1.05077,-0.5288,-2.63663
68.34713,-2.68125,19.26111,2.09878,0.99641,0.22747,-2.1357,66.3168,-2.41691,7.18373,20.00047,1.05802,-0.53687,-2.63888
68.40146,-2.71746,19.23556,2.09878,0.98917,0.23961,-2.15378,66.28005,-2.50709,7.20926,20.02162,1.05077,-0.54091,-2.63888
68.43768,-2.68125,19.24408,2.09878,1.00004,0.23152,-2.13118,66.3168,-2.47102,7.20926,19.96874,1.05077,-0.52476,-2.63663
68.29281,-2.69936,19.21853,2.07743,0.98554,0.22342,-2.15152,66.22494,-2.50709,7.18373,19.97932,1.04713,-0.53687,-2.64784
68.32902,-2.57261,19.27814,2.0881,0.98917,0.22747,-2.1357,66.33516,-2.52513,7.19223,19.96874,1.06166,-0.53283,-2.64784
68.29281,-2.62693,19.26111,2.12012,0.98192,0.22342,-2.13118,66.28005,-2.41691,7.19223,20.00047,1.05802,-0.5288,-2.65679
68.32902,-2.66314,19.26111,2.1308,0.99641,0.23152,-2.13118,66.35354,-2.52513,7.19223,19.96874,1.05802,-0.53687,-2.64336
68.40146,-2.64504,19.26111,2.1308,0.99641,0.25175,-2.15378,66.39027,-2.41691,7.20926,20.00047,1.0435,-0.54091,-2.6456
68.36525,-2.62693,19.31221,2.09878,1.00004,0.22747,-2.12665,66.35354,-2.50709,7.18373,19.97932,1.0544,-0.54495,-2.64112
68.34713,-2.68125,19.28666,2.09878,0.99279,0.21938,-2.13344,66.33516,-2.48906,7.20926,20.01105,1.0544,-0.52072,-2.6456
68.31092,-2.68125,19.28666,2.0881,1.00004,0.22747,-2.13344,66.3168,-2.43495,7.18373,19.9899,1.0435,-0.54898,-2.64336
68.36525,-2.57261,19.3037,2.06676,0.9783,0.23152,-2.1244,66.33516,-2.43495,7.23479,19.9899,1.06529,-0.52072,-2.64112
