2526.0,3.0,839.0,161.0,23.0,1567.0,3.0,2150.0,136.0,12.0
2586.0,39.0,616.0,106.0,32.0,1482.0,57.0,1966.0,170.0,59.0
2530.0,38.0,743.0,149.0,49.0,1550.0,110.0,2091.0,42.0,6.0
2447.0,47.0,680.0,96.0,43.0,1523.0,75.0,2060.0,1.0,0.0
2326.0,97.0,786.0,81.0,60.0,1479.0,45.0,2081.0,41.0,12.0
2627.0,105.0,600.0,117.0,82.0,1672.0,78.0,1982.0,99.0,55.0
2608.0,80.0,582.0,60.0,62.0,1527.0,33.0,1981.0,141.0,40.0
2763.0,62.0,573.0,30.0,94.0,1777.0,19.0,2014.0,114.0,12.0
2584.0,64.0,731.0,69.0,5.0,1465.0,61.0,2029.0,58.0,6.0
2511.0,93.0,785.0,58.0,31.0,1603.0,113.0,1989.0,19.0,101.0
2507.0,32.0,815.0,163.0,40.0,1556.0,22.0,2122.0,142.0,24.0
2691.0,87.0,545.0,49.0,55.0,1762.0,89.0,1889.0,35.0,59.0
2441.0,64.0,781.0,89.0,32.0,1762.0,90.0,2021.0,51.0,27.0
2685.0,0.0,722.0,94.0,9.0,1744.0,35.0,2064.0,49.0,0.0
2509.0,55.0,600.0,73.0,110.0,1629.0,160.0,1956.0,72.0,115.0
2524.0,147.0,713.0,21.0,36.0,1583.0,148.0,2011.0,9.0,52.0
2511.0,97.0,764.0,44.0,24.0,1666.0,72.0,1960.0,2.0,74.0
2554.0,0.0,600.0,163.0,20.0,1444.0,69.0,2036.0,35.0,76.0
2612.0,83.0,671.0,99.0,7.0,1333.0,43.0,2106.0,199.0,27.0
2589.0,80.0,640.0,99.0,48.0,1595.0,84.0,2107.0,15.0,14.0
2595.0,2.0,520.0,174.0,107.0,1658.0,20.0,1971.0,117.0,31.0
2479.0,79.0,685.0,14.0,61.0,1937.0,59.0,1919.0,2.0,64.0
2484.0,93.0,554.0,9.0,92.0,1715.0,13.0,1909.0,92.0,18.0
2698.0,64.0,666.0,106.0,16.0,1835.0,57.0,1981.0,58.0,24.0
2495.0,21.0,774.0,115.0,2.0,1570.0,33.0,1913.0,0.0,114.0
2648.0,121.0,704.0,0.0,36.0,1775.0,5.0,2028.0,82.0,0.0
2277.0,13.0,862.0,159.0,18.0,1345.0,54.0,2186.0,55.0,16.0
2424.0,104.0,702.0,63.0,51.0,1660.0,19.0,1983.0,115.0,76.0
2626.0,55.0,682.0,47.0,15.0,1778.0,37.0,2004.0,40.0,11.0
2510.0,0.0,740.0,200.0,29.0,1523.0,74.0,2129.0,50.0,9.0
2462.0,62.0,656.0,78.0,109.0,1423.0,19.0,2015.0,97.0,94.0
2577.0,118.0,550.0,37.0,118.0,1863.0,18.0,1949.0,109.0,71.0
2461.0,26.0,777.0,142.0,17.0,1643.0,0.0,1933.0,33.0,114.0
2576.0,91.0,700.0,28.0,56.0,1762.0,63.0,1942.0,14.0,92.0
2628.0,0.0,660.0,223.0,0.0,1529.0,58.0,2071.0,95.0,38.0
2692.0,83.0,591.0,27.0,118.0,1602.0,84.0,1968.0,38.0,39.0
2595.0,20.0,556.0,75.0,75.0,1498.0,71.0,2146.0,18.0,17.0
2402.0,6.0,653.0,122.0,117.0,1646.0,39.0,1974.0,30.0,98.0
2499.0,54.0,598.0,170.0,25.0,1417.0,84.0,2047.0,20.0,41.0
2753.0,83.0,701.0,131.0,15.0,1475.0,123.0,1999.0,119.0,71.0
2490.0,164.0,780.0,0.0,39.0,1752.0,170.0,1997.0,0.0,43.0
2602.0,148.0,557.0,19.0,111.0,1725.0,122.0,1885.0,25.0,103.0
2624.0,118.0,614.0,0.0,45.0,1611.0,18.0,2018.0,3.0,44.0
2426.0,40.0,787.0,109.0,33.0,1807.0,21.0,1913.0,63.0,77.0
2543.0,35.0,699.0,30.0,3.0,1643.0,73.0,1975.0,18.0,80.0
2403.0,61.0,748.0,107.0,61.0,1333.0,134.0,2124.0,0.0,40.0
2699.0,62.0,477.0,12.0,105.0,1936.0,2.0,1907.0,1.0,55.0
2406.0,134.0,694.0,88.0,20.0,1764.0,9.0,1906.0,36.0,72.0
2543.0,1.0,615.0,101.0,94.0,1431.0,107.0,2122.0,41.0,35.0
2585.0,62.0,658.0,141.0,40.0,1502.0,43.0,2017.0,27.0,63.0
2606.0,64.0,499.0,75.0,81.0,1519.0,35.0,1933.0,59.0,49.0
2733.0,109.0,669.0,101.0,65.0,1586.0,3.0,1946.0,115.0,66.0
2509.0,201.0,751.0,10.0,25.0,1656.0,84.0,1993.0,89.0,54.0
2398.0,98.0,773.0,59.0,31.0,1560.0,71.0,2093.0,45.0,12.0
2620.0,137.0,713.0,21.0,32.0,1426.0,87.0,2013.0,44.0,45.0
2724.0,35.0,581.0,35.0,60.0,1774.0,22.0,2063.0,32.0,13.0
2664.0,13.0,659.0,105.0,5.0,1492.0,82.0,2056.0,0.0,45.0
2673.0,68.0,656.0,119.0,7.0,1617.0,70.0,1988.0,70.0,76.0
2649.0,77.0,627.0,114.0,95.0,1659.0,58.0,2026.0,94.0,53.0
2694.0,101.0,530.0,61.0,53.0,1712.0,105.0,1999.0,52.0,18.0
2550.0,0.0,560.0,135.0,38.0,1765.0,38.0,2015.0,41.0,21.0
2770.0,28.0,624.0,54.0,42.0,1845.0,18.0,1951.0,21.0,38.0
2728.0,59.0,573.0,121.0,36.0,1462.0,20.0,2014.0,51.0,77.0
2587.0,103.0,642.0,58.0,77.0,1831.0,23.0,1915.0,193.0,55.0
2592.0,34.0,664.0,83.0,17.0,1522.0,104.0,2096.0,43.0,37.0
2743.0,111.0,652.0,56.0,45.0,1673.0,95.0,2071.0,18.0,36.0
2625.0,76.0,792.0,11.0,12.0,1459.0,55.0,2074.0,23.0,35.0
2517.0,21.0,644.0,27.0,54.0,1709.0,46.0,1932.0,9.0,27.0
2727.0,77.0,664.0,143.0,26.0,1689.0,76.0,2082.0,93.0,1.0
2331.0,52.0,780.0,97.0,41.0,1414.0,40.0,1998.0,99.0,52.0
2669.0,19.0,480.0,35.0,155.0,1696.0,25.0,1953.0,8.0,15.0
2639.0,223.0,693.0,19.0,24.0,1762.0,163.0,2011.0,20.0,31.0
2481.0,11.0,671.0,84.0,70.0,1522.0,16.0,2021.0,47.0,40.0
2716.0,49.0,644.0,204.0,45.0,1561.0,39.0,2022.0,184.0,14.0
2721.0,34.0,501.0,132.0,107.0,1773.0,21.0,1954.0,66.0,51.0
2380.0,5.0,728.0,80.0,98.0,1885.0,27.0,1946.0,94.0,11.0
2653.0,16.0,753.0,87.0,35.0,1676.0,3.0,2081.0,96.0,27.0
2740.0,68.0,732.0,128.0,20.0,1613.0,97.0,1890.0,102.0,146.0
2655.0,114.0,638.0,65.0,6.0,1482.0,83.0,2112.0,48.0,46.0
2581.0,0.0,645.0,162.0,73.0,1689.0,27.0,2015.0,118.0,21.0
2581.0,0.0,633.0,82.0,69.0,1651.0,28.0,2118.0,51.0,0.0
2460.0,54.0,826.0,105.0,33.0,1764.0,61.0,1900.0,82.0,67.0
2414.0,93.0,837.0,76.0,15.0,1508.0,10.0,1989.0,94.0,51.0
2867.0,41.0,537.0,19.0,49.0,2012.0,26.0,1910.0,16.0,48.0
2489.0,48.0,739.0,112.0,61.0,1636.0,42.0,2017.0,87.0,50.0
2684.0,83.0,613.0,117.0,57.0,1571.0,18.0,2071.0,101.0,22.0
2328.0,95.0,738.0,19.0,31.0,1314.0,65.0,2088.0,40.0,19.0
2445.0,8.0,671.0,74.0,97.0,1685.0,24.0,2057.0,68.0,33.0
2652.0,54.0,760.0,77.0,15.0,1831.0,20.0,2005.0,88.0,10.0
2588.0,57.0,522.0,45.0,130.0,1615.0,52.0,1918.0,24.0,124.0
2493.0,130.0,657.0,41.0,44.0,1665.0,85.0,1994.0,33.0,23.0
2577.0,58.0,718.0,90.0,0.0,1953.0,17.0,2020.0,105.0,16.0
2671.0,44.0,688.0,200.0,60.0,1361.0,72.0,2006.0,80.0,148.0
2406.0,9.0,625.0,117.0,75.0,1393.0,14.0,1956.0,45.0,90.0
2620.0,64.0,772.0,62.0,6.0,1526.0,34.0,2038.0,52.0,39.0
2572.0,68.0,754.0,55.0,22.0,1586.0,135.0,2074.0,53.0,49.0
2581.0,4.0,595.0,91.0,67.0,1479.0,13.0,2029.0,112.0,7.0
2744.0,0.0,668.0,111.0,13.0,1816.0,0.0,2043.0,62.0,0.0
2576.0,107.0,604.0,90.0,30.0,1442.0,63.0,2098.0,42.0,30.0
2384.0,176.0,684.0,56.0,41.0,1709.0,74.0,2052.0,12.0,0.0
2704.0,40.0,638.0,244.0,16.0,1816.0,88.0,1969.0,19.0,60.0
2609.0,74.0,639.0,113.0,54.0,1984.0,28.0,1941.0,36.0,26.0
2758.0,74.0,567.0,115.0,70.0,1670.0,89.0,2036.0,0.0,56.0
2387.0,94.0,793.0,34.0,15.0,1619.0,40.0,1958.0,33.0,50.0
2530.0,0.0,741.0,164.0,4.0,1774.0,60.0,2032.0,12.0,18.0
2582.0,117.0,579.0,89.0,112.0,1494.0,0.0,1969.0,126.0,36.0
2588.0,59.0,595.0,11.0,49.0,1583.0,29.0,2006.0,0.0,38.0
2361.0,98.0,718.0,81.0,67.0,1471.0,38.0,2089.0,156.0,24.0
2421.0,71.0,699.0,66.0,69.0,1566.0,20.0,1952.0,10.0,49.0
2577.0,4.0,641.0,151.0,20.0,1682.0,50.0,2016.0,15.0,51.0
2501.0,53.0,686.0,106.0,78.0,1592.0,14.0,1963.0,51.0,0.0
2491.0,82.0,566.0,72.0,88.0,1506.0,0.0,2015.0,47.0,78.0
2735.0,40.0,551.0,77.0,39.0,1896.0,73.0,1978.0,69.0,33.0
2382.0,46.0,806.0,124.0,26.0,1717.0,17.0,1923.0,122.0,1.0
2776.0,88.0,537.0,11.0,61.0,1491.0,23.0,2033.0,75.0,30.0
2498.0,23.0,647.0,86.0,75.0,1769.0,0.0,1967.0,116.0,2.0
2438.0,49.0,759.0,130.0,26.0,1480.0,53.0,2131.0,79.0,0.0
2633.0,79.0,576.0,16.0,67.0,1880.0,7.0,1883.0,41.0,45.0
2616.0,8.0,708.0,74.0,40.0,1910.0,67.0,2037.0,20.0,4.0
2513.0,129.0,706.0,0.0,57.0,1865.0,6.0,1946.0,45.0,2.0
2458.0,67.0,631.0,108.0,82.0,1473.0,43.0,2014.0,96.0,73.0
2343.0,134.0,801.0,81.0,3.0,1568.0,57.0,1945.0,79.0,29.0
2680.0,71.0,488.0,0.0,120.0,1845.0,20.0,1923.0,0.0,80.0
2612.0,95.0,694.0,30.0,42.0,1834.0,15.0,2002.0,53.0,0.0
2398.0,52.0,656.0,111.0,100.0,1696.0,28.0,2055.0,70.0,0.0
2716.0,12.0,645.0,68.0,23.0,1321.0,34.0,2109.0,109.0,16.0
2658.0,69.0,625.0,105.0,56.0,1648.0,51.0,1993.0,146.0,40.0
2610.0,133.0,612.0,148.0,26.0,1693.0,47.0,1948.0,129.0,62.0
2805.0,30.0,511.0,80.0,65.0,1418.0,85.0,2061.0,67.0,10.0
2497.0,20.0,688.0,152.0,25.0,1545.0,8.0,2008.0,153.0,20.0
2742.0,34.0,668.0,25.0,31.0,1680.0,76.0,1995.0,56.0,18.0
2350.0,97.0,825.0,42.0,72.0,1528.0,103.0,2008.0,47.0,32.0
2735.0,43.0,585.0,73.0,98.0,1638.0,22.0,2041.0,18.0,33.0
2541.0,6.0,705.0,96.0,21.0,1476.0,15.0,2040.0,159.0,8.0
2428.0,34.0,741.0,139.0,102.0,1940.0,35.0,1906.0,26.0,67.0
2593.0,65.0,593.0,43.0,85.0,1523.0,132.0,2057.0,47.0,42.0
2735.0,50.0,635.0,119.0,33.0,1862.0,50.0,1964.0,77.0,61.0
2559.0,178.0,539.0,73.0,98.0,1620.0,141.0,1914.0,65.0,94.0
2476.0,140.0,649.0,48.0,37.0,1681.0,16.0,2161.0,39.0,0.0
2513.0,26.0,689.0,105.0,25.0,1697.0,27.0,1960.0,82.0,24.0
2387.0,20.0,826.0,130.0,32.0,1546.0,73.0,2073.0,30.0,27.0
2820.0,15.0,576.0,54.0,20.0,1618.0,20.0,2095.0,156.0,4.0
2572.0,22.0,728.0,97.0,38.0,1356.0,10.0,2090.0,60.0,38.0
2548.0,102.0,636.0,32.0,57.0,1596.0,32.0,2074.0,28.0,11.0
2505.0,0.0,695.0,146.0,2.0,1573.0,0.0,2079.0,18.0,3.0
2493.0,144.0,713.0,154.0,11.0,1620.0,86.0,2030.0,24.0,61.0
2420.0,3.0,540.0,26.0,90.0,1900.0,0.0,1962.0,122.0,0.0
2641.0,55.0,767.0,97.0,8.0,1575.0,90.0,2016.0,24.0,83.0
2699.0,72.0,691.0,103.0,0.0,1452.0,155.0,2084.0,22.0,40.0
2511.0,79.0,634.0,24.0,45.0,1520.0,19.0,2004.0,21.0,30.0
2633.0,64.0,600.0,158.0,57.0,1803.0,56.0,1958.0,66.0,38.0
2413.0,134.0,738.0,20.0,40.0,1455.0,111.0,2083.0,25.0,31.0
2675.0,27.0,639.0,72.0,14.0,1598.0,65.0,2049.0,78.0,29.0
2685.0,24.0,724.0,49.0,0.0,1719.0,34.0,1985.0,25.0,9.0
2608.0,71.0,684.0,15.0,37.0,1675.0,73.0,1895.0,88.0,96.0
2556.0,4.0,656.0,46.0,17.0,1561.0,6.0,1956.0,21.0,25.0
2533.0,0.0,679.0,138.0,90.0,1669.0,15.0,2024.0,137.0,20.0
2800.0,62.0,546.0,58.0,67.0,1704.0,33.0,2078.0,91.0,0.0
2567.0,0.0,679.0,155.0,24.0,1657.0,0.0,2032.0,136.0,17.0
2448.0,0.0,691.0,126.0,55.0,1735.0,56.0,1910.0,34.0,134.0
2652.0,16.0,560.0,58.0,58.0,1455.0,0.0,1981.0,102.0,37.0
2492.0,54.0,806.0,93.0,54.0,1492.0,116.0,2092.0,0.0,45.0
2751.0,23.0,580.0,22.0,31.0,1730.0,19.0,2001.0,5.0,25.0
2375.0,15.0,732.0,192.0,23.0,1685.0,32.0,1931.0,7.0,41.0
2804.0,79.0,639.0,55.0,0.0,1676.0,99.0,1874.0,41.0,58.0
2729.0,55.0,758.0,73.0,30.0,1569.0,2.0,1892.0,22.0,72.0
2888.0,68.0,554.0,50.0,38.0,1819.0,52.0,1964.0,122.0,29.0
2513.0,55.0,751.0,114.0,0.0,1523.0,17.0,2035.0,110.0,0.0
2553.0,93.0,578.0,85.0,72.0,1681.0,58.0,2055.0,30.0,47.0
2407.0,128.0,662.0,14.0,42.0,1399.0,61.0,1999.0,27.0,49.0
2458.0,62.0,747.0,142.0,33.0,1551.0,39.0,2028.0,131.0,9.0
2651.0,36.0,701.0,90.0,6.0,1645.0,76.0,2121.0,12.0,0.0
2763.0,32.0,572.0,135.0,71.0,1381.0,15.0,2038.0,127.0,53.0
2508.0,48.0,699.0,207.0,22.0,1711.0,65.0,1951.0,47.0,34.0
2332.0,129.0,791.0,74.0,12.0,1512.0,39.0,2168.0,77.0,15.0
2597.0,52.0,613.0,0.0,49.0,1449.0,0.0,2141.0,164.0,26.0
2547.0,4.0,650.0,46.0,53.0,1574.0,16.0,1985.0,31.0,61.0
2874.0,44.0,567.0,44.0,67.0,1811.0,92.0,1897.0,44.0,59.0
2619.0,72.0,596.0,94.0,27.0,1807.0,45.0,1894.0,124.0,50.0
2590.0,226.0,698.0,23.0,19.0,1648.0,140.0,2129.0,8.0,12.0
2478.0,112.0,582.0,77.0,71.0,1467.0,3.0,2083.0,135.0,18.0
2555.0,157.0,557.0,15.0,125.0,1712.0,51.0,1936.0,42.0,66.0
2533.0,150.0,614.0,75.0,89.0,1850.0,98.0,1959.0,29.0,29.0
2598.0,164.0,518.0,110.0,87.0,1597.0,68.0,1939.0,117.0,101.0
2287.0,0.0,896.0,184.0,19.0,1649.0,77.0,2028.0,9.0,23.0
2858.0,93.0,489.0,0.0,83.0,1959.0,37.0,1886.0,25.0,50.0
2725.0,47.0,589.0,197.0,43.0,1692.0,15.0,1990.0,140.0,68.0
2664.0,19.0,555.0,121.0,38.0,1704.0,34.0,2015.0,54.0,13.0
2415.0,165.0,666.0,31.0,33.0,1544.0,27.0,2048.0,122.0,47.0
2643.0,54.0,473.0,92.0,125.0,1748.0,9.0,1956.0,142.0,31.0
2609.0,62.0,796.0,50.0,18.0,1654.0,40.0,2069.0,39.0,33.0
2570.0,46.0,574.0,107.0,92.0,1541.0,0.0,2077.0,151.0,27.0
2448.0,52.0,723.0,133.0,70.0,1870.0,32.0,2065.0,20.0,13.0
2615.0,17.0,556.0,91.0,63.0,1703.0,0.0,1929.0,104.0,42.0
2482.0,29.0,698.0,77.0,55.0,1525.0,54.0,2035.0,65.0,36.0
2747.0,65.0,681.0,114.0,8.0,1673.0,40.0,2102.0,146.0,7.0
2673.0,25.0,559.0,33.0,75.0,1514.0,40.0,1900.0,18.0,37.0
2298.0,115.0,797.0,40.0,60.0,1573.0,64.0,2071.0,21.0,15.0
2549.0,23.0,700.0,156.0,40.0,1698.0,13.0,2006.0,101.0,10.0
2585.0,48.0,526.0,15.0,130.0,1742.0,11.0,1930.0,11.0,59.0
2716.0,74.0,595.0,138.0,28.0,1660.0,38.0,2060.0,132.0,0.0
2791.0,54.0,670.0,79.0,19.0,1752.0,20.0,1878.0,119.0,41.0
2803.0,108.0,520.0,5.0,86.0,1674.0,72.0,1927.0,40.0,41.0
2426.0,34.0,699.0,27.0,35.0,1423.0,28.0,2033.0,32.0,72.0
2657.0,111.0,664.0,19.0,56.0,1647.0,78.0,1977.0,85.0,69.0
2516.0,176.0,638.0,11.0,67.0,1564.0,38.0,2092.0,134.0,0.0
2557.0,83.0,847.0,19.0,0.0,1683.0,17.0,1954.0,65.0,20.0
2530.0,60.0,756.0,37.0,62.0,1762.0,29.0,2065.0,125.0,10.0
2616.0,59.0,652.0,152.0,74.0,1554.0,53.0,1994.0,52.0,7.0
2582.0,32.0,695.0,63.0,32.0,1698.0,145.0,2011.0,1.0,20.0
2737.0,33.0,624.0,31.0,1.0,1628.0,29.0,2128.0,9.0,0.0
2619.0,95.0,570.0,20.0,122.0,1456.0,43.0,1942.0,49.0,40.0
2560.0,157.0,727.0,12.0,41.0,1665.0,9.0,1973.0,88.0,1.0
2652.0,78.0,603.0,24.0,56.0,1457.0,82.0,2097.0,105.0,7.0
2217.0,76.0,790.0,14.0,73.0,1336.0,71.0,2071.0,0.0,84.0
2592.0,26.0,715.0,123.0,81.0,1444.0,21.0,2057.0,76.0,84.0
